id,词语,词类标记,词类名称,出现次数,频率,累积频率
13753,洋铁桶,nhs,人名-名,64,0.0007,92.626
13754,仿效,v,动词,64,0.0007,92.6267
13755,小伙伴,n,名词,64,0.0007,92.6274
13756,洗净,v,动词,64,0.0007,92.5714
13757,氧化剂,n,名词,64,0.0007,92.6218
13758,有空,v,动词,64,0.0007,92.6036
13759,副热带,n,名词,64,0.0007,92.6281
13760,物权,n,名词,64,0.0007,92.6288
13761,仁,a,形容词,64,0.0007,92.6029
13762,机床,n,名词,64,0.0007,92.5721
13763,心愿,n,名词,64,0.0007,92.5448
13764,操场,n,名词,64,0.0007,92.5455
13765,所知,n,名词,64,0.0007,92.5483
13766,丰富多采,i,习用语,64,0.0007,92.549
13767,抱起,v,动词,64,0.0007,92.5497
13768,科学史,n,名词,64,0.0007,92.5581
13769,饲,v,动词,64,0.0007,92.5511
13770,再一次,d,副词,64,0.0007,92.5441
13771,领到,v,动词,64,0.0007,92.5413
13772,铺,n,名词,64,0.0007,92.5525
13773,乍,d,副词,64,0.0007,92.5504
13774,超声波,n,名词,64,0.0007,92.5532
13775,涨价,v,动词,64,0.0007,92.5539
13776,人次,q,量词,64,0.0007,92.5546
13777,小镇,n,名词,64,0.0007,92.5553
13778,千金,n,名词,64,0.0007,92.556
13779,强行,v,动词,64,0.0007,92.5567
13780,管家,n,名词,64,0.0007,92.5574
13781,不如,c,连词,64,0.0007,92.5518
13782,延长线,n,名词,64,0.0007,92.5315
13783,充血,v,动词,64,0.0007,92.535
13784,立足,v,动词,64,0.0007,92.5301
13785,打,p,介词,64,0.0007,92.5343
13786,迟钝,a,形容词,64,0.0007,92.5336
13787,丸,n,名词,64,0.0007,92.5329
13788,无益,v,动词,64,0.0007,92.5322
13789,海面,n,名词,64,0.0007,92.5308
13790,散,a,形容词,64,0.0007,92.5357
13791,功效,n,名词,64,0.0007,92.5364
13792,供奉,v,动词,64,0.0007,92.5371
13793,放手,v,动词,64,0.0007,92.5378
13794,集结,v,动词,64,0.0007,92.5385
13795,怒火,n,名词,64,0.0007,92.5392
13796,地热,n,名词,64,0.0007,92.5399
13797,哀求,v,动词,64,0.0007,92.5434
13798,大门口,n,名词,64,0.0007,92.5406
13799,时局,n,名词,64,0.0007,92.542
13800,林瑛,nh,人名,64,0.0007,92.5427
13801,其人,n,名词,64,0.0007,92.5469
13802,势力范围,n,名词,64,0.0007,92.5812
13803,礼品,n,名词,64,0.0007,92.5742
13804,赤裸裸,a,形容词,64,0.0007,92.5749
13805,背诵,v,动词,64,0.0007,92.5756
13806,无产者,n,名词,64,0.0007,92.5763
13807,动物园,n,名词,64,0.0007,92.577
13808,吞食,v,动词,64,0.0007,92.5777
13809,蔓,n,名词,64,0.0007,92.5784
13810,独,d,副词,64,0.0007,92.5791
13811,为数,v,动词,64,0.0007,92.5875
13812,混战,v,动词,64,0.0007,92.5805
13813,抽调,v,动词,64,0.0007,92.5735
13814,骨髓,n,名词,64,0.0007,92.5819
13815,欣慰,a,形容词,64,0.0007,92.5826
13816,头目,n,名词,64,0.0007,92.5833
13817,端正,a,形容词,64,0.0007,92.584
13818,宇航,n,名词,64,0.0007,92.5847
13819,进行曲,n,名词,64,0.0007,92.5854
13820,瞄准,v,动词,64,0.0007,92.5861
13821,缠绕,v,动词,64,0.0007,92.5595
13822,筹建,v,动词,64,0.0007,92.5665
13823,降温,v,动词,64,0.0007,92.5462
13824,拆开,v,动词,64,0.0007,92.5651
13825,圆圆,n,名词,64,0.0007,92.5798
13826,水底,nl,处所名词,64,0.0007,92.5602
13827,门诊,n,名词,64,0.0007,92.5609
13828,感觉器官,n,名词,64,0.0007,92.5616
13829,一代,n,名词,64,0.0007,92.5623
13830,干干净净,a,形容词,64,0.0007,92.563
13831,歪,v,动词,64,0.0007,92.5637
13832,新闻记者,n,名词,64,0.0007,92.5644
13833,唱起,v,动词,64,0.0007,92.5728
13834,土层,n,名词,64,0.0007,92.5658
13835,宫殿,n,名词,64,0.0007,92.5588
13836,商船,n,名词,64,0.0007,92.5672
13837,军部,n,名词,64,0.0007,92.5679
13838,这天,nt,时间名词,64,0.0007,92.5686
13839,控诉,v,动词,64,0.0007,92.5693
13840,激昂,a,形容词,64,0.0007,92.57
13841,诗经,n,名词,64,0.0007,92.5707
13842,十点,nt,时间名词,64,0.0007,92.5868
13843,讲求,v,动词,64,0.0007,92.5476
13844,般,u,助词,63,0.0007,92.7128
13845,厉声,n,名词,63,0.0007,92.7177
13846,沉静,a,形容词,63,0.0007,92.7135
13847,午餐,n,名词,63,0.0007,92.7142
13848,雷,nhf,人名-姓,63,0.0007,92.7149
13849,迅猛,a,形容词,63,0.0007,92.7156
13850,怕是,d,副词,63,0.0007,92.7233
13851,写上,v,动词,63,0.0007,92.717
13852,毛发,n,名词,63,0.0007,92.7107
13853,揍,v,动词,63,0.0007,92.7184
13854,本着,p,介词,63,0.0007,92.7191
13855,处死,v,动词,63,0.0007,92.7198
13856,名声,n,名词,63,0.0007,92.7205
13857,内燃机,n,名词,63,0.0007,92.7212
13858,喜出望外,i,习用语,63,0.0007,92.7219
13859,殖民者,n,名词,63,0.0007,92.7226
13860,开明,a,形容词,63,0.0007,92.7044
13861,躲到,v,动词,63,0.0007,92.703
13862,乡亲,n,名词,63,0.0007,92.7163
13863,注册,v,动词,63,0.0007,92.6988
13864,顽皮,a,形容词,63,0.0007,92.6995
13865,皮包,n,名词,63,0.0007,92.7002
13866,非凡,a,形容词,63,0.0007,92.7009
13867,紧贴,v,动词,63,0.0007,92.7016
13868,保养,v,动词,63,0.0007,92.7023
13869,传记,n,名词,63,0.0007,92.71
13870,前所未有,i,习用语,63,0.0007,92.7037
13871,出奇,a,形容词,63,0.0007,92.6974
13872,叛变,v,动词,63,0.0007,92.7051
13873,溪水,n,名词,63,0.0007,92.7058
13874,读到,v,动词,63,0.0007,92.7065
13875,胃口,n,名词,63,0.0007,92.7072
13876,掌柜的,n,名词,63,0.0007,92.7079
13877,限期,v,动词,63,0.0007,92.7086
13878,录用,v,动词,63,0.0007,92.7093
13879,诬蔑,v,动词,63,0.0007,92.6981
13880,门窗,n,名词,63,0.0007,92.7359
13881,焦耳,q,量词,63,0.0007,92.738
13882,债权,n,名词,63,0.0007,92.7415
13883,人大,j,缩略语,63,0.0007,92.7387
13884,客户,n,名词,63,0.0007,92.7394
13885,持有,v,动词,63,0.0007,92.7499
13886,吟,v,动词,63,0.0007,92.7408
13887,生计,n,名词,63,0.0007,92.7373
13888,不适,a,形容词,63,0.0007,92.7422
13889,圆柱,n,名词,63,0.0007,92.7429
13890,乡下,n,名词,63,0.0007,92.7492
13891,五代,nt,时间名词,63,0.0007,92.7443
13892,含笑,v,动词,63,0.0007,92.745
13893,周期表,n,名词,63,0.0007,92.7457
13894,报馆,n,名词,63,0.0007,92.7464
13895,人家,n,名词,63,0.0007,92.7471
13896,单打,n,名词,63,0.0007,92.7478
13897,抵御,v,动词,63,0.0007,92.7485
13898,三十三,m,数词,63,0.0007,92.7436
13899,钞,n,名词,63,0.0007,92.7401
13900,昏,a,形容词,63,0.0007,92.7296
13901,确实,v,动词,63,0.0007,92.7247
13902,慈爱,a,形容词,63,0.0007,92.7254
13903,指使,v,动词,63,0.0007,92.7261
13904,档,n,名词,63,0.0007,92.7268
13905,无视,v,动词,63,0.0007,92.7275
13906,不朽,v,动词,63,0.0007,92.7282
13907,恶毒,a,形容词,63,0.0007,92.7289
13908,癌症,n,名词,63,0.0007,92.7366
13909,再有,c,连词,63,0.0007,92.7303
13910,业绩,n,名词,63,0.0007,92.724
13911,非生产性,n,名词,63,0.0007,92.7317
13912,翻译,n,名词,63,0.0007,92.7324
13913,老奶奶,n,名词,63,0.0007,92.7331
13914,红灯,n,名词,63,0.0007,92.7338
13915,高占武,nh,人名,63,0.0007,92.731
13916,黄瓜,n,名词,63,0.0007,92.7352
13917,园地,n,名词,63,0.0007,92.7345
13918,高高兴兴,i,习用语,63,0.0007,92.7114
13919,自留地,n,名词,63,0.0007,92.682
13920,诗词,n,名词,63,0.0007,92.6589
13921,定义,v,动词,63,0.0007,92.6603
13922,地质学,n,名词,63,0.0007,92.6638
13923,蝇,n,名词,63,0.0007,92.6617
13924,亮光,n,名词,63,0.0007,92.6624
13925,拍子,n,名词,63,0.0007,92.6631
13926,问候,v,动词,63,0.0007,92.6708
13927,进出,v,动词,63,0.0007,92.6645
13928,实有,v,动词,63,0.0007,92.6582
13929,对峙,v,动词,63,0.0007,92.6659
13930,分家,v,动词,63,0.0007,92.6666
13931,涉,v,动词,63,0.0007,92.6673
13932,瓣,n,名词,63,0.0007,92.668
13933,发愁,v,动词,63,0.0007,92.6687
13934,休,v,动词,63,0.0007,92.6694
13935,稀有,a,形容词,63,0.0007,92.6701
13936,调度,v,动词,63,0.0007,92.6652
13937,就坐,v,动词,63,0.0007,92.6456
13938,做官,v,动词,63,0.0007,92.6477
13939,教给,v,动词,63,0.0007,92.6484
13940,小家伙,n,名词,63,0.0007,92.6491
13941,治好,v,动词,63,0.0007,92.6498
13942,沉浸,v,动词,63,0.0007,92.6505
13943,基本路线,n,名词,63,0.0007,92.6463
13944,土豆,n,名词,63,0.0007,92.6512
13945,埋葬,v,动词,63,0.0007,92.6519
13946,老三,n,名词,63,0.0007,92.6526
13947,截然不同,i,习用语,63,0.0007,92.6533
13948,简短,a,形容词,63,0.0007,92.654
13949,过早,a,形容词,63,0.0007,92.6547
13950,涵义,n,名词,63,0.0007,92.6554
13951,室外,nl,处所名词,63,0.0007,92.6575
13952,巡逻,v,动词,63,0.0007,92.6561
13953,复原,v,动词,63,0.0007,92.647
13954,全不,d,副词,63,0.0007,92.6568
13955,患有,v,动词,63,0.0007,92.661
13956,一刹那,nt,时间名词,63,0.0007,92.696
13957,汉文,n,名词,63,0.0007,92.6848
13958,帮助,n,名词,63,0.0007,92.6855
13959,杀菌,v,动词,63,0.0007,92.6862
13960,长期,f,区别词,63,0.0007,92.6869
13961,腹膜,n,名词,63,0.0007,92.6876
13962,试纸,n,名词,63,0.0007,92.6883
13963,见效,v,动词,63,0.0007,92.689
13964,辗转,v,动词,63,0.0007,92.6967
13965,斯,r,代词,63,0.0007,92.6904
13966,多多,d,副词,63,0.0007,92.6841
13967,化成,v,动词,63,0.0007,92.6918
13968,棉布,n,名词,63,0.0007,92.6925
13969,满面,n,名词,63,0.0007,92.6932
13970,宰,v,动词,63,0.0007,92.6939
13971,伪,h,前接成分,63,0.0007,92.6946
13972,出海,v,动词,63,0.0007,92.6953
13973,虚弱,a,形容词,63,0.0007,92.6778
13974,农民运动,n,名词,63,0.0007,92.6911
13975,动弹,v,动词,63,0.0007,92.6764
13976,苏军,n,名词,63,0.0007,92.6897
13977,信息量,n,名词,63,0.0007,92.6596
13978,哪能,vu,能愿动词,63,0.0007,92.6722
13979,小鸡,n,名词,63,0.0007,92.6729
13980,碧,a,形容词,63,0.0007,92.6736
13981,佟,nhf,人名-姓,63,0.0007,92.6743
13982,桑叶,n,名词,63,0.0007,92.675
13983,升到,v,动词,63,0.0007,92.6757
13984,插秧,v,动词,63,0.0007,92.6834
13985,破除,v,动词,63,0.0007,92.6771
13986,胆量,n,名词,63,0.0007,92.6715
13987,震撼,v,动词,63,0.0007,92.6827
13988,有机质,n,名词,63,0.0007,92.6785
13989,车队,n,名词,63,0.0007,92.7121
13990,周身,n,名词,63,0.0007,92.6792
13991,三国,nt,时间名词,63,0.0007,92.6799
13992,蛔虫,n,名词,63,0.0007,92.6806
13993,机舱,n,名词,63,0.0007,92.6813
13994,停泊,v,动词,62,0.0006,92.8069
13995,平衡,n,名词,62,0.0006,92.8075
13996,糕,n,名词,62,0.0006,92.8081
13997,浸泡,v,动词,62,0.0006,92.8087
13998,柴油机,n,名词,62,0.0006,92.8153
13999,局里,nl,处所名词,62,0.0006,92.8099
14000,纸带,n,名词,62,0.0006,92.8051
14001,谷地,n,名词,62,0.0006,92.8111
14002,万能,a,形容词,62,0.0006,92.8117
14003,精湛,a,形容词,62,0.0006,92.8123
14004,经济学家,n,名词,62,0.0006,92.8129
14005,岩浆,n,名词,62,0.0006,92.8135
14006,大业,n,名词,62,0.0006,92.8141
14007,兵团,n,名词,62,0.0006,92.8147
14008,叙,v,动词,62,0.0006,92.7997
14009,海岛,n,名词,62,0.0006,92.8255
14010,窟窿,n,名词,62,0.0006,92.7985
14011,理睬,v,动词,62,0.0006,92.8105
14012,颠簸,v,动词,62,0.0006,92.8093
14013,追踪,v,动词,62,0.0006,92.7955
14014,世界大战,n,名词,62,0.0006,92.7961
14015,母女,n,名词,62,0.0006,92.7967
14016,随,v,动词,62,0.0006,92.7973
14017,整洁,a,形容词,62,0.0006,92.7979
14018,白衣,n,名词,62,0.0006,92.8045
14019,临近,v,动词,62,0.0006,92.7991
14020,消化道,n,名词,62,0.0006,92.7943
14021,计时,v,动词,62,0.0006,92.8003
14022,平均,v,动词,62,0.0006,92.8009
14023,中央政府,n,名词,62,0.0006,92.8015
14024,别扭,a,形容词,62,0.0006,92.8021
14025,拉起,v,动词,62,0.0006,92.8027
14026,一成不变,i,习用语,62,0.0006,92.8033
14027,兼并,v,动词,62,0.0006,92.8039
14028,真心,n,名词,62,0.0006,92.7949
14029,手电筒,n,名词,62,0.0006,92.8249
14030,拄,v,动词,62,0.0006,92.8279
14031,对内,d,副词,62,0.0006,92.8291
14032,排挤,v,动词,62,0.0006,92.8273
14033,间谍,n,名词,62,0.0006,92.8297
14034,织云,nh,人名,62,0.0006,92.8303
14035,焉,r,代词,62,0.0006,92.8309
14036,粉红色,n,名词,62,0.0006,92.8315
14037,宗教改革,n,名词,62,0.0006,92.8321
14038,杂乱,a,形容词,62,0.0006,92.8327
14039,看透,v,动词,62,0.0006,92.8339
14040,颂,v,动词,62,0.0006,92.8375
14041,始,d,副词,62,0.0006,92.8369
14042,胃肠,n,名词,62,0.0006,92.8363
14043,要,a,形容词,62,0.0006,92.8357
14044,附有,v,动词,62,0.0006,92.8351
14045,捎,v,动词,62,0.0006,92.8333
14046,年长,a,形容词,62,0.0006,92.8345
14047,篮球,n,名词,62,0.0006,92.8207
14048,五色,n,名词,62,0.0006,92.8165
14049,繁衍,v,动词,62,0.0006,92.8171
14050,圣地,n,名词,62,0.0006,92.8177
14051,路口,nl,处所名词,62,0.0006,92.8183
14052,约,n,名词,62,0.0006,92.8189
14053,贬值,v,动词,62,0.0006,92.8219
14054,息,v,动词,62,0.0006,92.8201
14055,紫菜,n,名词,62,0.0006,92.8285
14056,皆有,v,动词,62,0.0006,92.8267
14057,回乡,v,动词,62,0.0006,92.8213
14058,壮烈,a,形容词,62,0.0006,92.8159
14059,何在,v,动词,62,0.0006,92.8225
14060,次,n,名词,62,0.0006,92.8231
14061,守法,v,动词,62,0.0006,92.8237
14062,血肉,n,名词,62,0.0006,92.8243
14063,俨然,a,形容词,62,0.0006,92.8195
14064,老天爷,n,名词,62,0.0006,92.8261
14065,书架,n,名词,62,0.0006,92.7817
14066,夺回,v,动词,62,0.0006,92.8063
14067,使馆,n,名词,62,0.0006,92.8057
14068,伴,n,名词,62,0.0006,92.7673
14069,笔画,n,名词,62,0.0006,92.7631
14070,一九五一,m,数词,62,0.0006,92.7637
14071,储,v,动词,62,0.0006,92.7643
14072,同在,v,动词,62,0.0006,92.7649
14073,知识青年,n,名词,62,0.0006,92.7715
14074,安详,a,形容词,62,0.0006,92.7661
14075,商品化,v,动词,62,0.0006,92.7601
14076,体表,n,名词,62,0.0006,92.7613
14077,冷落,v,动词,62,0.0006,92.7655
14078,东边,nd,方位名词,62,0.0006,92.7679
14079,垄断资本,n,名词,62,0.0006,92.7685
14080,省略,v,动词,62,0.0006,92.7691
14081,捆,q,量词,62,0.0006,92.7697
14082,中华民国,n,名词,62,0.0006,92.7703
14083,摆布,v,动词,62,0.0006,92.7709
14084,砧木,n,名词,62,0.0006,92.7667
14085,研,v,动词,62,0.0006,92.7589
14086,林带,n,名词,62,0.0006,92.7541
14087,不胜,d,副词,62,0.0006,92.7547
14088,踏实,a,形容词,62,0.0006,92.7535
14089,粗略,a,形容词,62,0.0006,92.7529
14090,调来,v,动词,62,0.0006,92.7523
14091,网状,n,名词,62,0.0006,92.7517
14092,伤兵,n,名词,62,0.0006,92.7511
14093,龟,n,名词,62,0.0006,92.7505
14094,倾向,v,动词,62,0.0006,92.7553
14095,滚动,v,动词,62,0.0006,92.7559
14096,篝火,n,名词,62,0.0006,92.7565
14097,气魄,n,名词,62,0.0006,92.7571
14098,俯,v,动词,62,0.0006,92.7577
14099,才是,v,动词,62,0.0006,92.7583
14100,装,n,名词,62,0.0006,92.7607
14101,晴,a,形容词,62,0.0006,92.7595
14102,迹象,n,名词,62,0.0006,92.7625
14103,南半球,nl,处所名词,62,0.0006,92.7931
14104,一例,n,名词,62,0.0006,92.7835
14105,辜负,v,动词,62,0.0006,92.7841
14106,栗子,n,名词,62,0.0006,92.7847
14107,黑狗,n,名词,62,0.0006,92.7853
14108,轻率,a,形容词,62,0.0006,92.7859
14109,大干,v,动词,62,0.0006,92.7865
14110,舵,n,名词,62,0.0006,92.7871
14111,十字,n,名词,62,0.0006,92.7937
14112,毕生,n,名词,62,0.0006,92.7883
14113,考生,n,名词,62,0.0006,92.7829
14114,越,v,动词,62,0.0006,92.7895
14115,同构,v,动词,62,0.0006,92.7901
14116,土,a,形容词,62,0.0006,92.7907
14117,舒,v,动词,62,0.0006,92.7913
14118,明快,a,形容词,62,0.0006,92.7919
14119,简称为,v,动词,62,0.0006,92.7925
14120,编辑部,n,名词,62,0.0006,92.7763
14121,万一,d,副词,62,0.0006,92.7889
14122,镇定,a,形容词,62,0.0006,92.7619
14123,罗盘,n,名词,62,0.0006,92.7877
14124,顽固派,n,名词,62,0.0006,92.7727
14125,分工,n,名词,62,0.0006,92.7733
14126,国语,n,名词,62,0.0006,92.7739
14127,棒槌,n,名词,62,0.0006,92.7745
14128,张贵,nh,人名,62,0.0006,92.7751
14129,手杖,n,名词,62,0.0006,92.7757
14130,清查,v,动词,62,0.0006,92.7823
14131,小楼,n,名词,62,0.0006,92.7769
14132,假,n,名词,62,0.0006,92.7721
14133,海燕,n,名词,62,0.0006,92.7781
14134,又名,v,动词,62,0.0006,92.7787
14135,才干,n,名词,62,0.0006,92.7793
14136,妓女,n,名词,62,0.0006,92.7799
14137,剃,v,动词,62,0.0006,92.7805
14138,划时代,v,动词,62,0.0006,92.7811
14139,温饱,n,名词,62,0.0006,92.7775
14140,包含有,v,动词,61,0.0006,92.8963
14141,海鸥,n,名词,61,0.0006,92.8969
14142,山河,n,名词,61,0.0006,92.8975
14143,开过,v,动词,61,0.0006,92.8981
14144,感想,n,名词,61,0.0006,92.8987
14145,比例尺,n,名词,61,0.0006,92.9053
14146,玫瑰,n,名词,61,0.0006,92.8999
14147,心里话,n,名词,61,0.0006,92.8945
14148,突发,v,动词,61,0.0006,92.9011
14149,闪过,v,动词,61,0.0006,92.9017
14150,西亚,ns,地名,61,0.0006,92.9023
14151,旅店,n,名词,61,0.0006,92.9029
14152,转来,v,动词,61,0.0006,92.9035
14153,镜面,nl,处所名词,61,0.0006,92.9161
14154,放款,v,动词,61,0.0006,92.9041
14155,胡友松,nh,人名,61,0.0006,92.9005
14156,再不,d,副词,61,0.0006,92.9047
14157,大个子,n,名词,61,0.0006,92.8891
14158,自个儿,r,代词,61,0.0006,92.8879
14159,应邀,v,动词,61,0.0006,92.8993
14160,诱,v,动词,61,0.0006,92.8843
14161,抵触,v,动词,61,0.0006,92.8849
14162,蚊,n,名词,61,0.0006,92.8855
14163,加工厂,n,名词,61,0.0006,92.8861
14164,冰凉,a,形容词,61,0.0006,92.8867
14165,开学,v,动词,61,0.0006,92.8873
14166,弯,n,名词,61,0.0006,92.8939
14167,清廷,n,名词,61,0.0006,92.8885
14168,门边,nl,处所名词,61,0.0006,92.8831
14169,听者,n,名词,61,0.0006,92.8897
14170,露天,n,名词,61,0.0006,92.8903
14171,泥坑,n,名词,61,0.0006,92.8909
14172,好不容易,i,习用语,61,0.0006,92.8915
14173,轮机,n,名词,61,0.0006,92.8921
14174,雌蕊,n,名词,61,0.0006,92.8927
14175,准许,v,动词,61,0.0006,92.8933
14176,谈谈,v,动词,61,0.0006,92.8837
14177,诚,a,形容词,61,0.0006,92.9155
14178,心疼,v,动词,61,0.0006,92.9179
14179,沟里,nl,处所名词,61,0.0006,92.9191
14180,董事,n,名词,61,0.0006,92.9173
14181,假象,n,名词,61,0.0006,92.9203
14182,历,n,名词,61,0.0006,92.9209
14183,工事,n,名词,61,0.0006,92.9215
14184,不坏,a,形容词,61,0.0006,92.9221
14185,抑郁,a,形容词,61,0.0006,92.9227
14186,床头,n,名词,61,0.0006,92.9233
14187,集中,a,形容词,61,0.0006,92.9275
14188,右侧,nd,方位名词,61,0.0006,92.9245
14189,清兵,n,名词,61,0.0006,92.9251
14190,鉴赏,v,动词,61,0.0006,92.9257
14191,恍惚,a,形容词,61,0.0006,92.9263
14192,卑鄙,a,形容词,61,0.0006,92.9269
14193,落在,v,动词,61,0.0006,92.9239
14194,消逝,v,动词,61,0.0006,92.9281
14195,水面,n,名词,61,0.0006,92.9197
14196,延缓,v,动词,61,0.0006,92.9107
14197,强国,v,动词,61,0.0006,92.9065
14198,省里,nl,处所名词,61,0.0006,92.9071
14199,钉子,n,名词,61,0.0006,92.9077
14200,残疾人,n,名词,61,0.0006,92.9083
14201,大刀,n,名词,61,0.0006,92.9089
14202,航天飞机,n,名词,61,0.0006,92.9095
14203,仁,n,名词,61,0.0006,92.9101
14204,右倾,a,形容词,61,0.0006,92.9119
14205,世界性,n,名词,61,0.0006,92.9167
14206,建起,v,动词,61,0.0006,92.9185
14207,孕,v,动词,61,0.0006,92.9113
14208,氧化铜,n,名词,61,0.0006,92.9059
14209,断开,v,动词,61,0.0006,92.9125
14210,翁,n,名词,61,0.0006,92.9131
14211,人和,n,名词,61,0.0006,92.9137
14212,感光,v,动词,61,0.0006,92.9143
14213,水桶,n,名词,61,0.0006,92.9149
14214,在座,v,动词,61,0.0006,92.8951
14215,堆放,v,动词,61,0.0006,92.8471
14216,憧憬,v,动词,61,0.0006,92.8507
14217,国旗,n,名词,61,0.0006,92.8537
14218,讲给,v,动词,61,0.0006,92.8513
14219,排卵,v,动词,61,0.0006,92.8519
14220,自给,v,动词,61,0.0006,92.8525
14221,不乏,v,动词,61,0.0006,92.8531
14222,榆树,n,名词,61,0.0006,92.8597
14223,体育课,n,名词,61,0.0006,92.8543
14224,一模一样,i,习用语,61,0.0006,92.8489
14225,概况,n,名词,61,0.0006,92.8555
14226,无形,d,副词,61,0.0006,92.8561
14227,天边,nl,处所名词,61,0.0006,92.8567
14228,飞出,v,动词,61,0.0006,92.8573
14229,颌骨,n,名词,61,0.0006,92.8579
14230,屑,n,名词,61,0.0006,92.8585
14231,说服力,n,名词,61,0.0006,92.8591
14232,单是,vl,联系动词,61,0.0006,92.8549
14233,决非,d,副词,61,0.0006,92.8477
14234,顾不上,v,动词,61,0.0006,92.8405
14235,观察者,n,名词,61,0.0006,92.8429
14236,沐浴,v,动词,61,0.0006,92.8393
14237,首脑,n,名词,61,0.0006,92.8399
14238,新四军,ni,机构名,61,0.0006,92.8411
14239,双向,v,动词,61,0.0006,92.8417
14240,型号,n,名词,61,0.0006,92.8423
14241,组织法,n,名词,61,0.0006,92.8387
14242,攻打,v,动词,61,0.0006,92.8435
14243,根毛,n,名词,61,0.0006,92.8441
14244,山石,n,名词,61,0.0006,92.8483
14245,民用,a,形容词,61,0.0006,92.8453
14246,议案,n,名词,61,0.0006,92.8381
14247,洋溢,v,动词,61,0.0006,92.8459
14248,不动产,n,名词,61,0.0006,92.8705
14249,梦幻,n,名词,61,0.0006,92.8465
14250,餐馆,n,名词,61,0.0006,92.8957
14251,爱好,v,动词,61,0.0006,92.8501
14252,触发,v,动词,61,0.0006,92.8777
14253,辅导,v,动词,61,0.0006,92.8723
14254,社会民主党,n,名词,61,0.0006,92.8729
14255,指南,n,名词,61,0.0006,92.8735
14256,乡间,nl,处所名词,61,0.0006,92.8741
14257,木棍,n,名词,61,0.0006,92.8747
14258,索马里,ns,地名,61,0.0006,92.8753
14259,底片,n,名词,61,0.0006,92.8759
14260,联军,n,名词,61,0.0006,92.8825
14261,开去,v,动词,61,0.0006,92.8771
14262,流失,v,动词,61,0.0006,92.8717
14263,相声,n,名词,61,0.0006,92.8783
14264,作成,v,动词,61,0.0006,92.8789
14265,伤心,a,形容词,61,0.0006,92.8795
14266,联合体,n,名词,61,0.0006,92.8801
14267,拖延,v,动词,61,0.0006,92.8807
14268,减慢,v,动词,61,0.0006,92.8813
14269,周长,n,名词,61,0.0006,92.8819
14270,混杂,v,动词,61,0.0006,92.8663
